col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38
rs115769137,A,C,A,C,0.447,-0.0110313,0.0373,0.033924,False,False,False,2TMzZZ,2,44154688,0.00565772,-1.94979,0.05120161,452302,Day2018sociso,True,reported,2,44154688,0.0976,4.579918032786885,4.608999999999999e-06,10524,Chauhan2019bi,True,reported,gyz79w,2,True,5e-06,True,,,True
rs12373108,T,C,T,C,0.1916,0.00692912,0.17,0.173436,False,False,False,2TMzZZ,16,71432507,0.00270516,2.56145,0.01042365,452302,Day2018sociso,True,reported,16,71432507,0.0381,5.028871391076115,5.018e-07,19025,Chauhan2019bi,True,reported,gyz79w,2,True,5e-06,True,,,True
rs12583648,C,G,C,G,0.1895,-0.00149845,0.331,0.361866,False,True,False,2TMzZZ,13,21900055,0.00213143,-0.703027,0.48203905,452302,Day2018sociso,True,reported,13,21900055,0.0325,5.830769230769231,5.815e-09,20770,Chauhan2019bi,True,reported,gyz79w,2,True,5e-06,True,,,True
rs150111968,A,G,A,G,-0.7063,0.00209726,0.0753,0.023333,False,False,False,2TMzZZ,17,2164327,0.00678487,0.309107,0.7572398,452302,Day2018sociso,True,reported,17,2164327,0.1508,-4.683687002652521,2.813e-06,7588,Chauhan2019bi,True,reported,gyz79w,2,True,5e-06,True,,,True
rs2427238,T,G,T,G,-0.4244,0.00900784,0.904,0.955096,False,False,False,2TMzZZ,20,60480767,0.00494578,1.82132,0.06855866,452302,Day2018sociso,True,reported,20,60480767,0.0923,-4.598049837486458,4.213e-06,10769,Chauhan2019bi,True,reported,gyz79w,2,True,5e-06,True,,,True
rs352757,A,G,A,G,0.1955,0.00024404,0.8456,0.876609,False,False,False,2TMzZZ,8,15598037,0.00311427,0.0783623,0.93753985,452302,Day2018sociso,True,reported,8,15598037,0.0424,4.610849056603774,4.0880000000000005e-06,19571,Chauhan2019bi,True,reported,gyz79w,2,True,5e-06,True,,,True
rs39938,C,T,C,T,-0.1925,-5.205e-05,0.7856,0.808621,False,False,False,2TMzZZ,5,127663579,0.00260364,-0.0199926,0.98404926,452302,Day2018sociso,True,reported,5,127663579,0.0342,-5.62865,1.765e-08,20067,Chauhan2019bi,True,reported,gyz79w,2,True,5e-06,True,,,True
rs6810023,A,G,A,G,-0.1994,0.00353728,0.151,0.153976,False,False,False,2TMzZZ,3,107551521,0.0028378,1.24649,0.21258597,452302,Day2018sociso,True,reported,3,107551521,0.0436,-4.573394495412844,4.717e-06,17843,Chauhan2019bi,True,reported,gyz79w,2,True,5e-06,True,,,True
rs74587705,T,C,T,C,0.6153,0.00283588,0.0252,0.021075,False,False,False,2TMzZZ,15,91764992,0.00713086,0.397691,0.69085827,452302,Day2018sociso,True,reported,15,91764992,0.1206,5.101990049751244,3.357e-07,8363,Chauhan2019bi,True,reported,gyz79w,2,True,5e-06,True,,,True
rs75460203,T,C,T,C,0.2568,0.00275231,0.1577,0.040117,False,False,False,2TMzZZ,4,32477947,0.00521948,0.527316,0.59797446,452302,Day2018sociso,True,reported,4,32477947,0.056,4.585714285714285,4.518e-06,16652,Chauhan2019bi,True,reported,gyz79w,2,True,5e-06,True,,,True
rs7652621,C,T,C,T,0.2548,-0.00235341,0.2001,0.107441,False,False,False,2TMzZZ,3,25626444,0.00330748,-0.711542,0.47674839,452302,Day2018sociso,True,reported,3,25626444,0.0552,4.61594,3.9080000000000005e-06,16230,Chauhan2019bi,True,reported,gyz79w,2,True,5e-06,True,,,True
